year,ndvi_mean
2019.0,0.6401825337632806
2020.0,0.6249872357777253
2021.0,0.6281379690988269
2022.0,0.6466734662107301
2023.0,0.6319205384118218
2024.0,0.6492668587735708
2025.0,0.6596127684588263
2026.0,0.711364909110839
