year,lst_mean
2019.0,17.61364894247158
2020.0,19.316202417799023
2021.0,19.446489036915487
2022.0,15.66473767485758
2023.0,16.33115611453519
2024.0,18.566980688469748
2025.0,17.46644941168259
2026.0,16.600776178599567
