MANZENT,mean
14101061001037,23.201617460535115
14101061001038,23.214806172012345
14101061001042,23.452095677041747
14101061001043,22.271814028609906
14101061001046,
14101061001056,26.89586700473065
14101061001057,25.006334041100946
14101061001058,24.117724884829137
14101061001060,23.863928903562485
14101061001061,24.1803688330497
14101061001062,24.81968157714287
14101061001063,24.158746620681836
14101061001064,23.995066589736698
14101061002029,21.741337790201346
14101061003006,25.390360398142054
14101061003013,22.233873316129053
14101061003028,25.415589636454868
14101061003031,26.820092500196896
14101061003032,23.354314991974874
14101061003043,23.97452680455223
14101061003046,23.85995581634519
14101061004026,23.094157411772095
14101061004034,24.930228458156716
14101061004037,2.506440110000028
14101061004044,25.383848547707302
14101061004045,24.79960129044661
14101061005001,21.822477402637816
14101061005005,21.84474966480478
14101061005014,23.023840390247845
14101061005026,22.367298424430917
14101061005031,21.917351054378155
14101061006001,18.946961057682692
14101061006002,18.868074651759077
14101071001001,25.178014630167482
14101071001002,24.91490486970638
14101071001005,24.992016304723105
14101071001007,23.571988942218162
14101071001009,23.329160574913296
14101071001010,24.126405271452125
14101071001012,23.803454631987204
14101071001013,23.317972573420423
14101071001014,25.244558041205934
14101071001017,24.69104752120303
14101071001018,25.344677776251096
14101071001025,23.492298249816645
14101071001027,28.85636403875348
14101071001031,26.203120962758632
14101071001032,23.406095453386534
14101071001035,25.59687549292375
14101071001036,26.78109029579202
14101071001040,26.134532709869255
14101071001042,27.099269992084185
14101071001046,25.615038445733017
14101071001050,26.34712363444058
14101071001051,24.208519265373784
14101071001054,25.826156256585367
14101071001058,26.001214519068586
14101071001059,25.877603626861536
14101071001062,25.884788989392046
14101071001066,25.989294890925493
14101071001068,24.705151999932724
14101071001069,26.930935959177102
14101071001071,24.231624208215052
14101071001072,25.615900111468218
14101071002002,25.865213535618736
14101071002010,26.802371061060402
14101071002012,25.268275473888778
14101071002013,25.113078264121903
14101071002021,26.376413889453335
14101071002026,25.958757200016656
14101071002032,24.38321419538465
14101071002034,25.831997457055373
14101071002037,27.09241603836402
14101071002048,26.791939796189798
14101071002050,24.75342499331188
14101071002060,25.423309419834595
14101071002062,26.947363758516772
14101071002064,26.617107252325194
14101071002065,27.05839484504383
14101071002066,26.02423735498144
14101071003007,24.194955876887768
14101071003019,26.235272560875238
14101071003029,26.330542160000014
14101071003030,25.69798552293601
14101071003032,25.97024733140002
14101071003033,25.98481949000002
14101071003036,24.244117407500013
14101071004006,23.599016907679303
14101071004011,26.171555683461555
14101071004013,27.39377946057584
14101071004019,26.75544653270543
14101071004022,24.97981694096986
14101071004023,25.823409718310696
14101071004024,25.385107107536015
14101071005011,24.395806199036446
14101071005013,24.343455729356112
14101071005014,24.131553509545483
14101071005016,26.842540731363826
14101071005021,23.016077752297196
14101071005025,26.006488027245823
14101071005030,21.901785958951724
14101071005033,23.707878482631596
14101071005040,21.549094492157263
14101071005048,22.525928043557514
14101071005051,23.955092220873116
14101071005052,22.941834116541234
14101071005053,25.00775554725611
14101071005057,25.455901083358107
14101071005058,24.358392176352016
14101071005061,24.458602103135906
14101071006002,27.468759156125017
14101071006003,26.212974457398488
14101071006015,25.902548906132676
14101071006023,23.972912395908065
14101071006024,25.20490838749749
14101071006026,24.828114079168262
14101071006028,23.478108727142875
14101071006029,23.126389115852778
14101071006034,23.49253633691961
14101071006038,24.765822408166404
14101071006050,25.31060606570544
14101071006051,24.40588343394152
14101071006055,24.4689796369956
14101081001001,25.24296036076429
14101081001002,25.140901692240522
14101081001003,24.090583300530188
14101081001005,24.454052013423556
14101081001007,23.497109029418183
14101081001008,23.659263647841332
14101081001011,22.91845559225684
14101081001012,22.903181777247664
14101081001013,22.356040022402468
14101081001016,23.526999938677907
14101081001020,22.202798596287636
14101081001021,22.602320231907647
14101081001027,22.38578617490134
14101081001031,23.5059652298186
14101081001033,23.89888652097895
14101081001035,23.958624993122594
14101081001042,22.861204761594365
14101081001043,21.542325677272746
14101081001053,24.89274065063125
14101081001062,24.541604482751815
14101081001063,22.38297811214784
14101081001065,21.451960673778387
14101081001072,21.829887357822805
14101081001073,25.541761983146706
14101081001081,21.72098331452884
14101081001083,22.48448355562653
14101081001084,22.04476277159027
14101081002007,24.458416747356136
14101081002009,25.52869184187502
14101081002011,25.399881629244433
14101081002013,23.650320533850053
14101081002014,23.98727382485093
14101081002019,20.250630618846237
14101081002020,20.165431266811478
14101081002023,20.99518558647961
14101081002026,22.654758631888527
14101081002027,22.49972042318634
14101081002028,22.57076300103661
14101081002031,23.355705475464557
14101081002032,22.633026108641133
14101081002033,22.925414507905348
14101081002034,22.837130892123536
14101081002036,21.844362167237918
14101081002037,22.865339496387936
14101081002038,23.21839697495256
14101081002040,22.985619024764716
14101081002042,23.896500409320968
14101081002043,23.848774181258037
14101081002044,23.879450317744926
14101081002045,22.876130300000018
14101081002046,22.10225369282099
14101081003001,22.1663553011789
14101081003005,21.959869751519143
14101081003007,21.165206877450856
14101081003011,21.769833361623206
14101081003015,23.99025010133892
14101081003017,23.947923714285732
14101081003021,21.47699665063596
14101081003029,23.95936299970367
14101081003034,22.57431310806338
14101081003038,23.58703133855598
14101081003040,23.717951948270567
14101081003042,23.816025969692443
14101081003047,24.59333695318533
14101081003049,24.82375064857145
14101081003052,23.42926994829112
14101081003053,22.69079035653848
14101081003054,22.81743168782411
14101081003057,23.489679792365987
14101081003059,23.523043228025525
14101081003061,25.7807290204348
14101081003062,25.065539199802185
14101081003064,25.687798219090073
14101081003067,24.33740757458783
14101081003069,23.384597788214343
14101081003071,23.649151549169005
14101081003073,26.621263250645082
14101081003074,23.406561007417707
14101081003075,23.596176826390064
14101081003077,22.58401463951221
14101081003081,26.288007695825065
14101081003083,25.767133684948174
14101081003084,21.18179887307775
14101081003087,24.266913530032813
14101081003088,23.779557257865402
14101081003090,24.059359658260895
14101081004001,23.59089274279959
14101081004002,24.205038858087267
14101081004003,23.044619978018403
14101081004005,27.03640988260514
14101081004006,27.12869847354841
14101081004007,25.771677022071692
14101081004008,27.478836291298283
14101081004010,26.0564385052626
14101081004011,23.37218291952329
14101081004024,21.928701809750326
14101081004035,21.63443179319762
14101081004057,23.931522024104545
14101081004060,26.51859550641582
14101081004069,25.38889277231647
14101081004071,30.8114707571155
14101081004073,26.920571096740414
14101081004074,24.568374763327537
14101081004075,30.106624805989203
14101081004077,30.144613408610137
14101081004078,25.01212714042779
14101081004079,26.140669605173667
14101081004080,24.366023855375026
14101081005001,23.9687788581457
14101081005003,22.172180204421025
14101081005004,23.36374508457453
14101081005014,23.91895491346159
14101081005023,24.425613636185165
14101081005024,23.9522280918487
14101081005025,22.440865474708616
14101081005026,23.00116213638377
14101081005040,26.685118266880334
14101081006001,26.847535490628434
14101081006003,25.593293075849076
14101081006004,25.273185822900402
14101081006006,24.01547986415531
14101081006007,27.021916212839912
14101081006032,25.65698623304657
14101081006033,22.116040470871848
14101081006035,27.522504494067647
14101081006038,23.144081348664255
14101081006050,23.76014362287995
14101081006055,23.091466429301637
14101081006065,22.635417282340924
14101081006068,26.394915753688274
14101081006070,28.76952921285717
14101081007018,27.885938510988684
14101081007019,
14101081008015,
14101081008016,
14101081008021,
14101081008024,
14101081008032,
14101081008036,24.101197978484073
14101081008037,
14101081008064,22.645576606968426
14101081008065,21.11788718135405
14101081008068,20.983001572186254
14101081009002,23.286434175747825
14101081009007,24.810634351880736
14101081009009,25.705150428388237
14101081009011,23.599663106574035
14101081009017,26.290716188901225
14101081009025,25.506743666877117
14101081009030,22.333572318845135
14101081009032,25.02306270905316
14101081009037,28.46588699388328
14101081009039,27.180338215425177
14101081009040,24.928873847581976
14101081009043,
14101081009045,
14101081009046,27.754268555615404
14101081010001,20.80586570686193
14101081010005,23.359949767601286
14101081010006,24.233535987807407
14101081010009,22.49324083542234
14101081010011,23.65224901357214
14101081010012,
14101081010013,2.8046039726708507
14101081010024,0.6637116248648761
14101081010028,6.1988466920000205
14101081010032,21.56038341674533
14101081010033,18.835527544017932
14101081010039,19.65027497793954
14101081010044,20.899660572373318
14101081010060,22.87027879057483
14101081010070,24.674305591997747
14101081010072,23.066947187326473
14101081010073,24.895219878432616
14101081010075,23.97468511054084
14101081010083,23.91818635848302
14101081010089,23.820858295370297
14101081010094,21.861099744456183
14101081010096,22.155449423835464
14101081010102,24.392764374601125
14101081010107,24.547814641494245
14101081011002,20.890349085289646
14101081011003,22.297194833931567
14101081011004,23.24426769159863
14101081011005,20.850477444508176
14101081011006,14.811487600525012
14101081011007,22.627621596956537
14101081011010,21.539354236521753
14101081011012,21.9327998122364
14101081011013,21.182259049797246
14101081011016,21.240004961606573
14101081011020,19.604213124448556
14101081011022,21.842334614545475
14101081011023,20.203956512873873
14101081011024,22.033062927863327
14101081011025,19.231388243236115
14101081011029,20.186088958946904
14101081011030,20.402723011813155
14101081011035,19.53253827168412
14101081011039,18.825429634368984
14101081011040,19.66457099438084
14101081011043,22.312017463486992
14101081011044,23.195964496320574
14101081011048,20.77737415696127
14101081011049,22.128116556686898
14101081011052,20.677002942456358
14101081011055,21.319803435297544
14101081011060,21.23930383041004
14101081011061,21.20248552380518
14101081011064,21.82353656001114
14101081011072,20.707613928648765
14101081011076,21.46419490546509
14101091001014,23.777433639425556
14101101001001,23.230560937796277
14101101001002,26.904697367455718
14101101001004,28.23273292950261
14101101001007,28.817092588785734
14101101001008,28.953405464375017
14101101001010,26.507194198124225
14101101001019,23.88546895420235
14101101001021,25.285078732445086
14101101001022,24.49981637866011
14101101001023,24.428811394180425
14101101002001,24.860339247852394
14101101002003,23.361942790773536
14101101002007,23.0577369172945
14101101002008,22.95056910915575
14101101002012,22.65278914193066
14101101002015,23.755571844314876
14101101002021,23.050156346857158
14101101002023,23.196698288933675
14101101002030,23.038417935281903
14101101003005,25.121057565954835
14101101003012,26.057553612218033
14101101003017,25.36822166580674
14101101003026,25.727540241714305
14101101003030,22.96278072656768
14101161001006,24.627772633499646
14101161001008,23.54544609365044
14101161001009,24.82858539643323
14101161001010,24.23447679203185
14101161001013,21.868550651589473
14101161001015,21.63238955306124
14101161001016,22.35851411643787
14101161001018,23.850174709231638
14101161001020,21.584308780110682
14101161001021,23.595525958128633
14101161001023,23.43576399429349
14101161001024,23.763910131607165
14101161001026,23.598683328409106
14101161001027,23.519111582039493
14101161001028,23.82760537690792
14101161001029,23.858672023392877
14101161001031,24.41449870330359
14101161001032,24.16285409785906
14101161001033,24.653529183500005
14101161001034,23.28476980377843
